코드,관광지명,필드,변경전,변경후,규칙,사유,단계,근거출처,비고,개최월,_2026일정,확정도,추천대상,근거,제외사유
P026,금능해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P028,표선해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P036,중문색달해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P051,삼양해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P053,월정리해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P066,사계해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P094,세화해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P099,광치기해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P102,검멀레해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P118,우도산호해변 홍조단괴 서빈백사,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P125,중문색달해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P162,신양섭지해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P195,한담해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P250,이호테우해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P252,하고수동해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P257,검멀레해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P287,화순금모래해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P288,화순금모래해수욕장담수수영장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P312,남원큰엉해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P341,대정해변(하모해변),waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P377,김녕해수욕장야영장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P398,종달리해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P440,쇠소깍해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P442,알작지해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P476,후포해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P510,평대해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P900,논짓물해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P901,모진이몽돌해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P904,코난해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P905,세기알 해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P908,소금막해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P909,도리빨해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P910,평대리 해변,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P911,하도해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P912,신흥해수욕장,waterEntryNote,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. ,입수하실 경우 반드시 동행자와 함께 수심이 얕은 구역에 머물러 주세요. 휠체어 이용자는 파도에 중심을 잃기 ,FIX57,BEACH 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P009,아쿠아플라넷제주,waterEntryNote,(공백),실내외 시설이 나뉘어 있으니 기상이 나쁜 날에는 실내 이용이 가능한지 미리 확인해 주세요. 체감온도가 33도,FIX57,WATERPARK 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P1002,신화워터파크,waterEntryNote,(공백),실내외 시설이 나뉘어 있으니 기상이 나쁜 날에는 실내 이용이 가능한지 미리 확인해 주세요. 체감온도가 33도,FIX57,WATERPARK 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P024,천지연폭포,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P052,쇠소깍,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P077,천제연폭포,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P128,대왕수천예래생태공원,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P148,엉덩물계곡,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P258,어리목계곡,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P364,미천굴,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P423,창고천생태공원,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P441,안덕계곡,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P603,월대천,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P828,뿔소라공원,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P852,산지천,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P853,쇠소깍,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P854,무수천,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
P855,천아계곡,waterEntryNote,(공백),계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는,FIX57,VALLEY 입수 안내 — 기상 조건·수심 주의 기준 (안전요원·지정 여부는 다루지 않음),FIX57,기상청 파고·폭염 기준 · 소방 수난사고 통계,,,,,,,
(전체),,RiskPattern,36개,39개,FIX58,RP_FOG 3단계 신설 — 기상청 안개주의보(200m)·도로교통 감속기준(100m),FIX58,기상청 안개주의보 기준 · 도로교통 감속운행 기준,,,,,,,
(전체),,APPLIES_TO_ROAD,0건,52건,FIX58,도로 15개에 위험패턴 연결 — 내비 API 연동 시 경로 위험 판정 근거,FIX58,기상청 안개주의보 기준 · 도로교통 감속운행 기준,,,,,,,
(전체),,APPLIES_TO(place),+87건,29곳×3단계,FIX58,안개 근거 보유 관광지에 RP_FOG 연결,FIX58,기상청 안개주의보 기준 · 도로교통 감속운행 기준,,,,,,,
RP_FOG_01,,condition_expr,(공백),visibility < 1000 AND visibility >= 200,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_01,,threshold_min,(공백),200,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_01,,threshold_max,(공백),1000,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_01,,threshold_unit,(공백),m,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_01,,risk_level,(공백),주의,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_01,,target_scope,(공백),중산간 도로·고지대 탐방로,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_01,,evidence_source,(공백),기상청 안개 시정 구분·제주 안개 다발 구간 뉴스,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_01,,rule_status,(공백),적용,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_02,,condition_expr,(공백),visibility < 200 AND visibility >= 100,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_02,,threshold_min,(공백),100,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_02,,threshold_max,(공백),200,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_02,,threshold_unit,(공백),m,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_02,,risk_level,(공백),위험,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_02,,target_scope,(공백),중산간 횡단도로·간선도로,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_02,,evidence_source,(공백),기상청 안개주의보 기준(시정 200m 이하),FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_02,,rule_status,(공백),적용,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_03,,condition_expr,(공백),visibility < 100,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_03,,threshold_max,(공백),100,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_03,,threshold_unit,(공백),m,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_03,,risk_level,(공백),통제,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_03,,target_scope,(공백),전 도로·야외 탐방로,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_03,,evidence_source,(공백),도로교통 감속운행 기준(시정 100m 이하 최고속도 50% 감속),FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
RP_FOG_03,,rule_status,(공백),적용,FIX59,적재본에 판정 조건 결측 — 발동 불가 상태였음,FIX59,기상청 안개주의보·도로교통 감속기준,,,,,,,
P109,낙타트래킹,LOCATED_IN,REG_서귀포시_표선면,REG_제주시_한경면,FIX60,지번주소(제주특별자치도 제주시 한경면 판포리 2877) 기준 행정동 불일치 — 동명 행정동 오매칭,FIX60,지번주소 기준 행정동 대조,,,,,,,
P402,온평리 환해장성,LOCATED_IN,REG_제주시_조천읍,REG_서귀포시_성산읍,FIX60,지번주소(제주특별자치도 서귀포시 성산읍 온평리 119) 기준 행정동 불일치 — 동명 행정동 오매칭,FIX60,지번주소 기준 행정동 대조,,,,,,,
P553,갤러리2 중선농원,LOCATED_IN,REG_서귀포시_월평동,REG_제주시_월평동,FIX60,지번주소(제주특별자치도 제주시 월평동 1348-3) 기준 행정동 불일치 — 동명 행정동 오매칭,FIX60,지번주소 기준 행정동 대조,,,,,,,
P601,온평리포구,LOCATED_IN,REG_제주시_조천읍,REG_서귀포시_성산읍,FIX60,지번주소(제주특별자치도 서귀포시 성산읍 온평리) 기준 행정동 불일치 — 동명 행정동 오매칭,FIX60,지번주소 기준 행정동 대조,,,,,,,
P824,제주성서식물원 비블리아,LOCATED_IN,REG_제주시_조천읍,REG_제주시_한림읍,FIX60,지번주소(제주특별자치도 제주시 한림읍 상명리 1191) 기준 행정동 불일치 — 동명 행정동 오매칭,FIX60,지번주소 기준 행정동 대조,,,,,,,
