placeId,name,categoryMain,categoryMid,categorySub,placeType,placeKind,placeRank,mainActivity,functionTags,roadAddress,jibunAddress,latitude,longitude,indoorOutdoor,indoorOutdoorCode,capacity,parkingCapacity,publicFacilities,accidentSummary1km,accidentSummaryNews,isIsland,islandName,ferryPort,ferryMinutes,halfDayRequired,feeGeneral,feeDisabled,openHours,closedDays,durationMin,homepage,eventStatus2026,eventMonthStart,eventMonthEnd,eventDate2026,eventScheduleConfidence,eventPeriodNote,recommendable,recommendExcludeReason,ferryTrips,islandAccessNote,facilityNature,note
P764,족은노꼬메오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 애월읍 유수암리 산138,33.3922398,126.4158515,실외,OUTDOOR,200,UNKNOWN,주차장+화장실,"교통사고(19), 낙상(14), 열상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,족은노꼬메오름: 호젓한 숲길 오름
P765,당오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 구좌읍 송당리 산199-1,33.4672219,126.7759013,실외,OUTDOOR,80,14,주차장+화장실+자동심장충격기,"교통사고(67), 낙상(31), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,당오름: 당신앙 흔적이 있는 오름
P766,돛오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 구좌읍 평대리 산16,33.4819894,126.8017422,실외,OUTDOOR,120,UNKNOWN,,"교통사고(24), 낙상(21), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,돛오름: 돛단배 모양의 오름
P767,모구리오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2960-1,33.4066281,126.8221589,실외,OUTDOOR,300,UNKNOWN,공용주차장+화장실,"교통사고(3), 낙상(3), 열상(2)",지역주민(2): 길잃음(2),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,모구리오름: 가족 캠핑 명소 오름
P768,매오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 표선면 세화리 산7,33.3186246,126.8121326,실외,OUTDOOR,60,UNKNOWN,,"낙상(9), 교통사고(4), 동물/곤충(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,매오름: 매가 비상하는 형상의 오름
P769,"미악산 (턥오름, 쌀오름, 솔오름)",자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 동홍동 산7-1,33.3005646,126.5542079,실외,OUTDOOR,150,UNKNOWN,주차장+공중화장실,"교통사고(25), 낙상(22), 기타 둔상(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,"미악산 (턥오름, 쌀오름, 솔오름): 서귀포 시내 조망 오름"
P770,좌보미,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 표선면 성읍리 산6,33.4356538,126.8073553,실외,OUTDOOR,120,UNKNOWN,입구 주변 주차공간,"낙상(31), 교통사고(19), 기타 둔상(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,좌보미: 여러 봉우리가 겹친 오름
P771,성불오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 구좌읍 송당리 산266,33.4229561,126.7497617,실외,OUTDOOR,50,UNKNOWN,,"교통사고(67), 낙상(31), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,성불오름: 숲이 울창한 표선 오름
P772,바농오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 조천읍 교래리 산108,33.4547981,126.6526798,실외,OUTDOOR,100,UNKNOWN,주차장,"낙상(49), 교통사고(32), 추락(8)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,바농오름: 가시나무가 많은 오름
P773,각시바우오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 호근동 2112,33.2767574,126.5269586,실외,OUTDOOR,80,UNKNOWN,입구 앞 주차공간,"낙상(18), 추락(4), 기타 둔상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,각시바우오름: 바위 절벽이 특징인 오름
P774,당오름(안덕면),자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 안덕면 동광리 산68-1,33.3332503,126.3359996,실외,OUTDOOR,100,UNKNOWN,입구 주차공간,"교통사고(26), 낙상(13), 상해(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,당오름(안덕면): 서부 평야 지대 오름
P775,영천악,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 상효동 2364,33.3211576,126.5716701,실외,OUTDOOR,80,UNKNOWN,주차장,"교통사고(22), 낙상(15), 카트(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,영천악: 서귀포 돈내코 인근 오름
P776,지그리오름 (큰지그리),자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",제주특별자치도 제주시 조천읍 남조로 2023,제주특별자치도 제주시 조천읍 교래리 산119,33.4513306,126.6566617,실외,OUTDOOR,300,UNKNOWN,주차장+화장실,"낙상(49), 교통사고(32), 추락(8)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,지그리오름 (큰지그리): 교래리 숲속 오름
P777,밧돌오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 구좌읍 송당리 산66-1,33.460967,126.7618255,실외,OUTDOOR,200,UNKNOWN,주차장,"교통사고(67), 낙상(31), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,밧돌오름: 안돌오름과 이웃한 오름
P778,동거문이오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 구좌읍 종달리 산70,33.448779,126.8053663,실외,OUTDOOR,150,UNKNOWN,,"교통사고(29), 낙상(11), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,동거문이오름: 분화구가 깊은 오름
P779,가세오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 표선면 토산리 산2,33.3316213,126.781493,실외,OUTDOOR,30,UNKNOWN,주차장,"낙상(11), 열상(5), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,가세오름: 표선면 트레킹 오름
P780,둔지봉,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 구좌읍 한동리 산40,33.5028669,126.7964906,실외,OUTDOOR,100,UNKNOWN,,"교통사고(9), 낙상(9), 동물/곤충(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,둔지봉: 동부권 평탄한 오름
P781,느지리오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 한림읍 상명리 산5,33.3653383,126.2616457,실외,OUTDOOR,200,24,주차장+안내도+화장실,"교통사고(2), 낙상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,느지리오름: 저지리 인근 조용한 오름
P782,윗세족은오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 애월읍 광령리 산 183-1,33.4034138,126.4508866,실외,OUTDOOR,80,UNKNOWN,공용주차장+화장실,"교통사고(39), 낙상(5), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,윗세족은오름: 한라산 윗세오름 일원
P783,가메오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 애월읍 봉성리 산124,33.3673292448323,126.335702114415,실외,OUTDOOR,100,UNKNOWN,전용주차장+화장실,"교통사고(19), 낙상(13), 기타 둔상(7)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,가메오름: 가마솥 형상의 오름
P784,"대왕산 (왕뫼, 왕메, 왕미)",자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 성산읍 수산리 1431,33.4564251,126.8725099,실외,OUTDOOR,100,UNKNOWN,,"교통사고(15), 낙상(4), 기타 둔상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,"대왕산 (왕뫼, 왕메, 왕미): 남원읍 숨은 오름"
P785,묘산봉오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 구좌읍 김녕리 369,33.5515702,126.7668249,실외,OUTDOOR,150,UNKNOWN,,"낙상(24), 교통사고(18), 동물/곤충(10)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,묘산봉오름: 김녕리 생태 숲 오름
P786,까끄래기오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 조천읍 교래리 128,33.4307503,126.7027625,실외,OUTDOOR,80,UNKNOWN,,"낙상(49), 교통사고(32), 추락(8)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,까끄래기오름: 아담한 크기의 오름
P787,족은바리메,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 애월읍 상가리 산124,33.3722818,126.412924,실외,OUTDOOR,150,UNKNOWN,주차장+화장실,"교통사고(5), 낙상(4), 동물/곤충(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,족은바리메: 숲이 우거진 바리메오름 형제
P788,발이오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 애월읍 어음리 산1,33.3930395,126.3752933,실외,OUTDOOR,80,UNKNOWN,주차장,"교통사고(41), 낙상(17), 기타 둔상(6)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,발이오름: 아담한 서귀포 오름
P789,토산봉(망오름),자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 표선면 토산리 산13,33.3223197,126.7732628,실외,OUTDOOR,200,UNKNOWN,,"낙상(11), 열상(5), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,토산봉(망오름): 봉수대 터가 있는 오름
P790,족은사슴이오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 표선면 가시리 산 87-24,33.3828211,126.7313785,실외,OUTDOOR,120,UNKNOWN,,"낙상(14), 교통사고(9), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,족은사슴이오름: 대록산과 대비되는 소록산
P791,걸서악,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 남원읍 하례리 산124,33.282881,126.6200082,실외,OUTDOOR,100,UNKNOWN,,"교통사고(10), 낙상(6), 열상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,걸서악: 효돈천 인근 오름
P792,뒤굽은이오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 성산읍 수산리 4504,33.430424,126.8270479,실외,OUTDOOR,80,UNKNOWN,,"교통사고(15), 낙상(4), 기타 둔상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,뒤굽은이오름: 굽은 형태의 오름
P793,마복이오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 안덕면 상천리 산83,33.3195212,126.3911924,실외,OUTDOOR,80,UNKNOWN,,"교통사고(17), 낙상(6), 기타 둔상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,마복이오름: 말 방목지 오름
P794,거린사슴,자연관광,산·오름,오름,Place,SPOT,RELATED·LOCAL,등산·트레킹,"전망,등산",제주특별자치도 서귀포시 1100로 791,제주특별자치도 서귀포시 대포동 산2-1,33.3062068,126.4549996,실외,OUTDOOR,150,UNKNOWN,주차장+화장실,"교통사고(26), 낙상(24), 기타 둔상(6)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,거린사슴: 서귀포 조망 1100도로 오름
P795,거문오름(UNESCO 세계자연유산),자연관광,산·오름,오름,Place,SPOT,CENTRAL·POPULAR,등산·트레킹,"유네스코,오름,트레킹",제주특별자치도 제주시 조천읍 선교로 569-36,제주특별자치도 제주시 조천읍 선흘리 478,33.4569963,126.7143064,실외,OUTDOOR,550,UNKNOWN,탐방안내소+전시관+화장실+주차장,"낙상(17), 교통사고(7), 추락(6)",,UNKNOWN,,,,,,,,,,,예약제,,,,,,Y,,,,,거문오름(UNESCO 세계자연유산): 검은오름 요청명 공식명 통일
P796,궷물오름,자연관광,산·오름,오름,Place,SPOT,RELATED·LOCAL,등산·트레킹,"오름,산책로,억새",도로명주소미보유,제주특별자치도 제주시 애월읍 유수암리 1191-2,33.3980085,126.4062379,실외,OUTDOOR,150,UNKNOWN,주차장+화장실+산책로,"교통사고(19), 낙상(14), 열상(4)",지역주민(1): 미끄럼/낙상(1),UNKNOWN,,,,,,,,,,,일부 사유지 주의,,,,,,Y,,,,,궷물오름: 애월 유수암리의 비교적 짧은 오름 산책지
P797,백약이오름,자연관광,산·오름,오름,Place,SPOT,CENTRAL·POPULAR,등산·트레킹,"오름,억새,분화구",도로명주소미보유,제주특별자치도 서귀포시 표선면 성읍리 산1,33.437283,126.79018,실외,OUTDOOR,300,UNKNOWN,주차장,"낙상(31), 교통사고(19), 기타 둔상(5)",불특정다수(1): 시설/차량충돌(1),UNKNOWN,,,,,,,,,,,정상부 일부 자연휴식년제,,,,,,Y,,,,,"백약이오름: 일부 정상부 자연휴식년제, 나머지 코스 등반 가능"
P798,동거문이오름(동검은이),자연관광,산·오름,오름,Area,AREA,RELATED·LOCAL,오름탐방·경관감상,"오름,걷기,경관,거미오름",도로명주소미보유,제주특별자치도 제주시 구좌읍 종달리 산 70,33.449257,126.806145,실외,OUTDOOR,150,UNKNOWN,백약이오름 유료주차장+탐방로,"교통사고(29), 낙상(11), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,동거문이오름: 동검은이·거미오름으로도 불리는 복합형 오름
P799,화순곶자왈생태탐방숲길,자연관광,숲·공원,곶자왈숲,Area,AREA,CENTRAL·RELATED,산책·생태관람,"숲,생태",제주특별자치도 서귀포시 안덕면 화순서동로 151,제주특별자치도 서귀포시 안덕면 화순리 2045-5,33.2634798,126.3323638,실외,OUTDOOR,300,UNKNOWN,주차장+화장실,"교통사고(24), 낙상(17), 기타 둔상(10)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,화순곶자왈생태탐방숲길: 화순리 곶자왈 탐방로
P800,무릉곶자왈,자연관광,숲·공원,곶자왈숲,Area,AREA,CENTRAL·RELATED,산책·생태관람,"숲,생태",도로명주소미보유,제주특별자치도 서귀포시 대정읍 무릉리 산1,33.2911716,126.262954,실외,OUTDOOR,300,UNKNOWN,,"낙상(3), 교통사고(2), 열상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,무릉곶자왈: 제주 원시림 곶자왈 탐방
P801,서광동리 곶자왈 생태탐방로,자연관광,숲·공원,곶자왈숲,Area,AREA,RELATED·LOCAL,산책·생태관람,"숲,생태",도로명주소미보유,제주특별자치도 서귀포시 안덕면 서광리 산6-3,33.2853776,126.3381203,실외,OUTDOOR,300,UNKNOWN,주차장+화장실,"낙상(64), 교통사고(58), 기타 둔상(20)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,서광동리 곶자왈 생태탐방로: 신화월드 인근 곶자왈
P802,송당곶자왈,자연관광,숲·공원,곶자왈숲,Area,AREA,RELATED·LOCAL,산책·생태관람,"숲,생태",도로명주소미보유,제주특별자치도 제주시 구좌읍 송당리 355-3,33.4902329,126.7976188,실외,OUTDOOR,150,UNKNOWN,,"교통사고(67), 낙상(31), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,송당곶자왈: 송당리 원시림 탐방로
P803,보롬왓,자연관광,숲·공원,꽃밭,Place,SPOT,CENTRAL,산책·관람,계절경관,제주특별자치도 서귀포시 표선면 번영로 2350-104,제주특별자치도 서귀포시 표선면 성읍리 3229-4,33.4134956,126.7524948,실외,OUTDOOR,1000,120,주차장+화장실+전기차충전소,"낙상(31), 교통사고(19), 기타 둔상(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,보롬왓: 사계절 꽃밭 농원 카페
P804,가시리 유채꽃길,자연관광,숲·공원,꽃밭,Area,AREA,CENTRAL·LOCAL,산책·관람,계절경관,도로명주소미보유,제주특별자치도 서귀포시 표선면 가시리 산87-15,33.3984052,126.7199213,실외,OUTDOOR,1000,UNKNOWN,주차장+화장실,"낙상(14), 교통사고(9), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,가시리 유채꽃길: 벚꽃과 유채꽃 드라이브 명소
P805,김경숙해바라기농장,자연관광,숲·공원,꽃밭,Place,SPOT,LOCAL,산책·관람,계절경관,제주특별자치도 제주시 번영로 854-1,제주특별자치도 제주시 회천동 391,33.4774072,126.6275923,실외,OUTDOOR,150,UNKNOWN,주차장+화장실,"낙상(24), 교통사고(22), 추락(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,김경숙해바라기농장: 해바라기 테마 농장
P806,종달리수국길,자연관광,숲·공원,꽃밭,Area,AREA,RELATED·LOCAL,산책·관람,계절경관,제주특별자치도 제주시 구좌읍 해맞이해안로 2121,제주특별자치도 제주시 구좌읍 종달리 1419,33.5093543,126.9002101,실외,OUTDOOR,300,UNKNOWN,,"교통사고(29), 낙상(11), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,종달리수국길: 여름 수국이 피는 해안도로
P807,제주 전농로 벚꽃거리,자연관광,숲·공원,꽃밭,Area,AREA,CENTRAL·LOCAL,산책·관람,계절경관,제주특별자치도 제주시 서사로7길 27,제주특별자치도 제주시 삼도일동 1230,33.5072836,126.5164003,실외,OUTDOOR,2000,UNKNOWN,주차장,"교통사고(8), 낙상(8), 상해(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,제주 전농로 벚꽃거리: 제주 벚꽃 축제 명소
P808,장전리 왕벚꽃거리,자연관광,숲·공원,꽃밭,Area,AREA,CENTRAL·LOCAL,산책·관람,계절경관,제주특별자치도 제주시 애월읍 광상로 403.,제주특별자치도 제주시 애월읍 장전리 628-3,33.4429007,126.3909741,실외,OUTDOOR,1000,UNKNOWN,,"낙상(3), 열상(2), 추락(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,장전리 왕벚꽃거리: 애월읍 왕벚꽃 명소
P809,와흘메밀마을,자연관광,숲·공원,꽃밭,Area,AREA,CENTRAL·LOCAL,산책·관람,계절경관,제주특별자치도 제주시 조천읍 남조로 2455,제주특별자치도 제주시 조천읍 와흘리 362-16,33.4827833,126.6500688,실외,OUTDOOR,500,UNKNOWN,주차장+화장실,"교통사고(21), 낙상(3), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,와흘메밀마을: 메밀밭이 펼쳐진 마을
P810,새미동산,자연관광,숲·공원,꽃밭,Place,SPOT,RELATED·LOCAL,산책·관람,계절경관,제주특별자치도 제주시 조천읍 종인내길 133,제주특별자치도 제주시 조천읍 와흘리 2160-3,33.4951366,126.623362,실외,OUTDOOR,500,UNKNOWN,주차장+화장실+소품샵,"교통사고(21), 낙상(3), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,새미동산: 동물 체험 테마파크
P811,초록숲 지그리,자연관광,숲·공원,꽃밭,Place,SPOT,LOCAL,산책·관람,계절경관,도로명주소미보유,제주특별자치도 제주시 조천읍 교래리 757,33.4301331,126.6493817,실외,OUTDOOR,500,UNKNOWN,주차장+화장실+휴게쉼터,"낙상(49), 교통사고(32), 추락(8)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,초록숲 지그리: 숲 체험 관광지
P812,패밀리팜수국농장,자연관광,숲·공원,꽃밭,Place,SPOT,RELATED·LOCAL,산책·관람,계절경관,도로명주소미보유,제주특별자치도 서귀포시 남원읍 신흥리 2082-5,33.344167,126.7482145,실외,OUTDOOR,300,UNKNOWN,,"교통사고(7), 낙상(6), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,패밀리팜수국농장: 여름 수국 테마 농장
P813,위미동백나무군락,자연관광,숲·공원,동백정원,Area,AREA,CENTRAL·LOCAL,산책·생태관람,"꽃,산책",제주특별자치도 서귀포시 남원읍 위미중앙로300번길 23-7,제주특별자치도 서귀포시 남원읍 위미리 927,33.274975,126.6779919,실외,OUTDOOR,300,UNKNOWN,주차장+화장실,"교통사고(39), 낙상(12), 추락(6)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,위미동백나무군락: 겨울 동백꽃 군락지
P814,볼고롱동백,자연관광,숲·공원,동백정원,Place,SPOT,RELATED·LOCAL,산책·생태관람,"꽃,산책",제주특별자치도 서귀포시 남원읍 태위로 278,제주특별자치도 서귀포시 남원읍 위미리 934-1,33.2756091,126.677126,실외,OUTDOOR,150,UNKNOWN,주차장,"교통사고(39), 낙상(12), 추락(6)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,볼고롱동백: 동백꽃 스냅 촬영 명소
P815,제주월령리선인장군락,자연관광,숲·공원,생태공원,Area,AREA,CENTRAL·RELATED,산책·관람,생태,도로명주소미보유,제주특별자치도 제주시 한림읍 월령리 359-3,33.3780009,126.2156911,실외,OUTDOOR,300,UNKNOWN,주차장+화장실,"낙상(10), 교통사고(3), 동물/곤충(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,제주월령리선인장군락: 국내 유일 야생 선인장 자생지
P816,노루생태관찰원,자연관광,숲·공원,생태공원,Place,SPOT,CENTRAL,산책·관람,생태,제주특별자치도 제주시 명림로 520,제주특별자치도 제주시 봉개동 산 51-2,33.4443239,126.6266892,실외,OUTDOOR,240,89,주차장+화장실+무료WIFI+음료대+유모차대여,"낙상(24), 교통사고(22), 추락(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,노루생태관찰원: 노루 먹이주기 체험장
P817,하도리 철새도래지,자연관광,숲·공원,생태공원,Area,AREA,RELATED·LOCAL,산책·관람,생태,도로명주소미보유,제주특별자치도 제주시 구좌읍 하도리 53-3,33.5088918,126.8950832,실외,OUTDOOR,200,UNKNOWN,주차장+화장실,"낙상(24), 교통사고(7), 열상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,하도리 철새도래지: 겨울 철새 관찰지
P818,제주자연생태공원,자연관광,숲·공원,생태공원,Place,SPOT,RELATED,산책·관람,생태,제주특별자치도 서귀포시 성산읍 금백조로 446,제주특별자치도 서귀포시 성산읍 수산리 4711-1,33.4405555,126.8220489,실외,OUTDOOR,300,45,주차장+화장실+전기차충전소,"교통사고(15), 낙상(4), 기타 둔상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,제주자연생태공원: 제주 생태 보호 및 관찰 공원
P819,상효원,자연관광,숲·공원,수목원,Place,SPOT,CENTRAL,수목원산책·관람,"수목원,정원",제주특별자치도 서귀포시 산록남로 2847-37,제주특별자치도 서귀포시 상효동 산25,33.3072167,126.5860085,실외,OUTDOOR,1000,85,주차장+화장실+식음료시설+기념품점+유모차대여,"교통사고(22), 낙상(15), 카트(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,상효원: 수목원 및 사계절 꽃 정원
P820,방림원,자연관광,숲·공원,수목원,Place,SPOT,CENTRAL,수목원산책·관람,"수목원,정원",제주특별자치도 제주시 한경면 용금로 864,제주특별자치도 제주시 한경면 저지리 2120-91,33.3372284,126.2685129,실외,OUTDOOR,500,UNKNOWN,공용주차장+화장실+무료WIFI+음료대,"낙상(9), 기타 둔상(5), 교통사고(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,방림원: 야생화 테마 수목원
P821,가시림 수목원,자연관광,숲·공원,수목원,Place,SPOT,RELATED,수목원산책·관람,"수목원,정원",제주특별자치도 서귀포시 표선면 녹산로5번길 171,제주특별자치도 서귀포시 표선면 가시리 3275,33.3611552,126.7515992,실외,OUTDOOR,600,UNKNOWN,공용주차장+화장실+무료WIFI+음료대,"낙상(14), 교통사고(9), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,가시림 수목원: 가시리 동백 수목원
P822,상가리야자숲,자연관광,숲·공원,숲,Place,SPOT,LOCAL,산책·관람,"숲,야외",제주특별자치도 제주시 애월읍 고하상로 326,제주특별자치도 제주시 애월읍 상가리 536,33.4394356,126.3584778,실외,OUTDOOR,80,UNKNOWN,휴게쉼터,"교통사고(5), 낙상(4), 동물/곤충(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,상가리야자숲: 이국적인 야자수 숲
P823,김정문알로에 알로에숲,자연관광,숲·공원,수목원,Place,SPOT,LOCAL,수목원산책·관람,"수목원,정원",제주특별자치도 서귀포시 성산읍 신풍하동로 274-19,제주특별자치도 서귀포시 성산읍 신풍리 1680,33.3840769,126.805977,실외,OUTDOOR,300,UNKNOWN,주차장+화장실+카페,"교통사고(5), 기타 둔상(1), 열상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,김정문알로에 알로에숲: 알로에 테마 식물원
P824,제주성서식물원 비블리아,자연관광,숲·공원,식물원,Place,SPOT,RELATED,식물관람·산책,"식물원,정원",제주특별자치도 제주시 조천읍 일주동로 1852,제주특별자치도 제주시 한림읍 상명리 1191-5,33.355991,126.2751072,실외,OUTDOOR,150,UNKNOWN,주차장+화장실+카페,"교통사고(2), 낙상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,제주성서식물원 비블리아: 성경 속 식물 테마 정원
